path,size_bytes,size_mb,category,classification
src/rag/retrieval.py,4250,0.0041,codigo_fuente,seguro para subir
src/rag/vector_store.py,2781,0.0027,codigo_fuente,seguro para subir
src/reports/__init__.py,0,0.0,codigo_fuente,seguro para subir
src/reports/report_generator.py,6101,0.0058,codigo_fuente,seguro para subir
src/reports/source_formatter.py,944,0.0009,codigo_fuente,seguro para subir
src/reports/template.py,501,0.0005,codigo_fuente,seguro para subir
src/synthetic_data/README.md,198,0.0002,codigo_fuente,seguro para subir
src/synthetic_data/__init__.py,0,0.0,codigo_fuente,seguro para subir
src/synthetic_data/filter_synthetic_images.py,318,0.0003,codigo_fuente,seguro para subir
src/synthetic_data/generate_images.py,863,0.0008,codigo_fuente,seguro para subir
src/synthetic_data/prepare_lora_dataset.py,1163,0.0011,codigo_fuente,seguro para subir
src/synthetic_data/train_sd15_lora.py,1555,0.0015,codigo_fuente,seguro para subir
src/utils/__init__.py,0,0.0,codigo_fuente,seguro para subir
src/utils/config.py,371,0.0004,codigo_fuente,seguro para subir
src/utils/logger.py,227,0.0002,codigo_fuente,seguro para subir
src/utils/paths.py,229,0.0002,codigo_fuente,seguro para subir
src/vision/README.md,195,0.0002,codigo_fuente,seguro para subir
src/vision/__init__.py,0,0.0,codigo_fuente,seguro para subir
src/vision/calibration.py,8995,0.0086,codigo_fuente,seguro para subir
src/vision/dataset.py,8406,0.008,codigo_fuente,seguro para subir
src/vision/evaluation.py,8053,0.0077,codigo_fuente,seguro para subir
src/vision/image_quality.py,4436,0.0042,codigo_fuente,seguro para subir
src/vision/inference.py,639,0.0006,codigo_fuente,seguro para subir
src/vision/inference_engine.py,10085,0.0096,codigo_fuente,seguro para subir
src/vision/model.py,5113,0.0049,codigo_fuente,seguro para subir
src/vision/preprocessing.py,18591,0.0177,codigo_fuente,seguro para subir
src/vision/train.py,15687,0.015,codigo_fuente,seguro para subir
src/vision/train_v2.py,79383,0.0757,codigo_fuente,seguro para subir
tests/test_analyze_seed.py,6312,0.006,prueba,seguro para subir
tests/test_app_startup.py,6370,0.0061,prueba,seguro para subir
tests/test_audit.py,1865,0.0018,prueba,seguro para subir
tests/test_build_vector_db.py,4540,0.0043,prueba,seguro para subir
tests/test_chunking.py,210,0.0002,prueba,seguro para subir
tests/test_compare_inference_paths.py,3834,0.0037,prueba,seguro para subir
tests/test_config_consolidation.py,402,0.0004,prueba,seguro para subir
tests/test_dataset_cleaning.py,3409,0.0033,prueba,seguro para subir
tests/test_dataset_split.py,3407,0.0032,prueba,seguro para subir
tests/test_dataset_verify.py,1427,0.0014,prueba,seguro para subir
tests/test_demo_helpers.py,5415,0.0052,prueba,seguro para subir
tests/test_functional_test_script.py,733,0.0007,prueba,seguro para subir
tests/test_label_map.py,347,0.0003,prueba,seguro para subir
tests/test_lora_command.py,652,0.0006,prueba,seguro para subir
tests/test_lora_evidence_consolidation.py,3219,0.0031,prueba,seguro para subir
tests/test_prepare_rag_corpus.py,4994,0.0048,prueba,seguro para subir
tests/test_prompt_builder.py,248,0.0002,prueba,seguro para subir
tests/test_rag_embeddings.py,881,0.0008,prueba,seguro para subir
tests/test_rag_evaluation_metrics.py,1080,0.001,prueba,seguro para subir
tests/test_report_template.py,282,0.0003,prueba,seguro para subir
tests/test_result_registry.py,5352,0.0051,prueba,seguro para subir
tests/test_smoke_test_app.py,1027,0.001,prueba,seguro para subir
tests/test_system_evaluation.py,6569,0.0063,prueba,seguro para subir
tests/test_train_resnet18_v2.py,8343,0.008,prueba,seguro para subir
tests/test_vision_calibration.py,2689,0.0026,prueba,seguro para subir
tests/test_vision_dataset.py,2070,0.002,prueba,seguro para subir
tests/test_vision_error_analysis.py,5496,0.0052,prueba,seguro para subir
tests/test_vision_inference.py,4322,0.0041,prueba,seguro para subir
tests/test_vision_model.py,2425,0.0023,prueba,seguro para subir
tests/test_vision_preprocessing.py,3796,0.0036,prueba,seguro para subir
tests/test_vision_reconciliation.py,4528,0.0043,prueba,seguro para subir
tests/test_vision_training.py,3755,0.0036,prueba,seguro para subir
vector_db/README.md,139,0.0001,rag_indice,pesado pero permitido
